86189_B01	-0.0184	-0.0018	0.002	0.0007	0.0117	-0.0148	-0.0026	-0.0134	-0.0114	-0.0004	Italy	South
86189_B02	-0.0234	0.005	0.0052	-0.0002	0.001	0.0107	0.0143	0.012	0.0081	0.0046	Italy	South
86189_B03	-0.0132	-0.0051	0.0012	-0.0041	0.0211	0.0103	-0.0048	0.008	0.0012	0.0205	Italy	South
86189_B04	-0.0129	-0.0018	0.0062	0.0016	0.0106	0.003	-0.0393	0.0003	0.0041	-0.0026	Italy	South
86189_C02	-0.0274	0.0141	0.0034	-0.0133	-0.0245	-0.0089	-0.0042	0.0023	-0.0019	0.0002	Italy	South
86189_C03	-0.0166	0.0042	0.0029	0.0009	0.0006	-0.0013	-0.0033	0.017	-0.0087	-0.0022	Italy	South
86189_C04	-0.031	0.0117	0.0125	-0.0043	-0.0223	-0.0127	-0.0108	0.0035	0.0078	-0.0102	Italy	South
86189_D01	-0.0202	0.0023	0.0074	0.0046	0.0052	0.0011	-0.0052	-0.0112	0.0107	-0.0009	Italy	South
86189_D02	-0.0264	0.0104	0.0101	-0.0021	-0.0036	-0.0022	-0.0085	-0.0026	0.0183	-0.0127	Italy	South
86189_D03	-0.0248	0.0021	0.0059	-0.0096	-0.012	-0.0015	0.0025	-0.0095	0.0102	-0.0053	Italy	South
86189_D04	-0.0326	0.0169	0.0136	-0.009	-0.0235	-0.0147	0.0085	-0.0043	-0.0086	-0.0104	Italy	South
86189_E01	-0.03	0.0127	0.008	-0.0064	-0.0185	-0.0137	0.0087	0.0214	-0.0011	-0.0028	Italy	South
86189_E02	-0.0221	0.0041	-0.0003	0.008	0.0046	0.0071	0.0061	-0.0134	-0.0029	0.0125	Italy	South
86189_E03	-0.0245	0.0095	0.0085	-0.0085	-0.0019	-0.0055	-0.0206	-0.0059	0.0122	0.014	Italy	South
86189_E04	-0.0197	0.0014	0.0014	-0.0038	0.0067	-0.0034	-0.0038	0.0084	0.0001	-0.0136	Italy	South
86189_F01	-0.0282	0.0118	0.004	-0.0	-0.0217	-0.0036	-0.0041	0.0	0.0135	0.0101	Italy	South
86189_F02	-0.0336	0.0121	0.0112	-0.0053	-0.0206	-0.0069	-0.0029	-0.0001	-0.0049	-0.016	Italy	South
86189_F03	-0.013	0.0027	0.0034	-0.0016	0.0052	0.0052	0.0137	0.0062	-0.0173	-0.005	Italy	South
86189_G01	-0.0315	0.0104	0.0132	-0.0119	-0.0124	-0.0205	-0.0109	-0.0093	-0.0065	-0.0036	Italy	South
86189_G02	-0.0111	0.0001	0.002	0.0045	-0.0002	0.0043	0.0046	0.0036	0.0039	0.0006	Italy	South
86189_G03	-0.0366	0.0173	0.0112	-0.0094	-0.0141	-0.0073	0.0101	0.0127	0.0002	0.0151	Italy	South
